Artist,Song Title,Lyrics,Year,Artists Collaborated,Year Collaborated
Chris Montez,Let's Dance,"(One, two) (One, two, three, four)  Hey baby won't you take a chance? Say that you'll let me have this dance  Well let's dance, well let's dance We'll do the twist, the stomp, the mashed potato too Any old dance that you want to do But let's dance, well let's dance  Hey baby, yeah, you thrill me so Hold me tight, don't you let me go  But let's dance, well let's dance We'll do the twist, the stomp, the mashed potato too Any old dance that you want to do But let's dance, well let's dance  OK, wail now. Oh, yeah Hey, baby, if you're all alone Maybe you'll let me walk you home  But let's dance, well let's dance We'll do the twist, the stomp, the mashed potato too Any old dance that you want to do But let's dance, well let's dance  Hey, baby, things are swingin' right Yes, I know that this is the night  Well let's dance, well let's dance We'll do the twist, the stomp, the mashed potato too Any old dance that you want to do But let's dance, well let's dance  But let's dance But let's dance But let's dance",1962,Herb Alpert,1966
Dion,Lovers Who Wander,"When she kissed me I was born and she said goodbye And I knew right away I was born to cry Now I'm happy and the joke's on her Cause I found that place for lover's who wander  She took my love, said she's not comin back So my world and my sky was all turnin black Now I see the light, I'm wise to her Cause I found that place for lovers who wander  A walkin around thinkin about her Never thought I could live without her She broke my heart, I really showed it Look at me now, you'd never know it  Now my story can be told with a smiling face I'm the luckiest guy in the human race All my love and dreams have gone for her Cause I found that place for lovers who wander  Wo wo wo yeah, she took my love you see Yeah, she doesn't bother me Yeah I found that place to be Yeah, ohhhhhhhhhhhhhhhh  Yeah walkin around thinkin about her I never thought I could live without her She broke my heart, I really showed it Look at me now, you'd never know it  Now my story can be told with a smiling face I'm the luckiest guy in the human race All my lovin dreams have gone for her Cause I found that place for lover's who wander  Dum dum did it, dum dum did it...",1962,Paul Anka,1969
Johnny Crawford,Cindy's Birthday,"Cindy's Birthday Johnny Crawford Written by Jeff Hooven and Hal Winn (played Mark McCain on TV's ""Rifleman"") Top spot charted # 8 in 1962 No time for the movie show, TV, or the radio Gotta write a symphony, end it with some poetry Tie them with a ribbon made of gold and give them to Cindy Today is Cindy's birthday No time for geometry, 'rithmetic, or history Gotta write a song from my heart, then pick the greatest work of art Tie them with a ribbon made of gold and give them to Cindy Today is Cindy's birthday No time to do the Twist, don't mind all the things I miss Gotta write a melody, write it from the heart of me Tie it with a ribbon made of gold and give it to Cindy Today is Cindy's birthday Yes, Cindy's happy birthday FADE",1962,Frank Sinatra,1962
Mary Wells,You Beat Me To The Punch,"[Verse 1] That day, I first saw you passing by I wanted to know your name but I was much too shy But I was looking at you so hard Until you must have had a hunch So you came up to me and asked me my name  [Chorus 1] You beat me to the punch that time You beat me to the punch You beat me to the punch  [Verse 2] After I had known you for it seems like a long, long time I wanted, wanted to ask you, would you please, please be mine Whenever you came around, my heart would pound So you must have had a hunch So you came up to me and asked me to be yours  [Chorus 1] You beat me to the punch that time You beat me to the punch You beat me to the punch  [Verse 3] Since I love you, I thought you would be true and love me tender So I let my heart surrender -- to you, yes, I did But I found out beyond a doubt one day, boy, you were a playboy Who would go away and leave me -- blue So I ain't gonna wait around for you to put me down This time I'm gonna play my hunch And walk away this very day  [Chorus 2] And beat you to the punch this time And beat you to the punch this time I'll beat you to the punch, yes, I will And let you know, know, how it feels",1962,Marvin Gaye,1964
Crystals,Uptown,"[Intro:] Man: ""Where to?"" Crystal: ""Ummm... take me uptown. I gotta take care of somethin'.""  [Verse 1] He saw me walking down the streets Of your fine city It kind of turned me on He looked at me and said, ""come here"" I rarely talk to strangers But he looked so pretty What can I lose if I'm not [?] a little bit  [Chorus] Everybody's going Uptown That's where I want to be Uptown Set your mind free Uptown Got my body hot Get down I don't want to stop, no  [Verse 2] As soon as we got there Good times were rolling White, black, Puerto Rican Everybody just a-freaking Good times were rolling He started dancing in the streets Boy's just gone mad You know, he even made love to me Best that I ever had  [Chorus]  [Bridge:] Now where I come from We don't let society Tell us how it's supposed to be Our clothes, our hair, we don't care It's all about being free  [Chorus]  Everybody's goin' Everybody's goin' Everybody's goin' Everybody's goin' Everybody's goin' Everybody's goin' Everybody's goin' Everybody's goin' Everybody's goin' Everybody's goin' Everybody's goin' Everybody's goin' Everybody's goin' Everybody's goin'",1962,Beyoncé,2013
Barbara Lynn,You'll Lose A Good Thing,"If you should lose me,oh yeah,you'll lose a good thing If you should lose me, oh yeah,you'll lose a good thing  You know I love you,do anything for you Just don't mistreat me,and I'll be good to you  Cause if you should lose me, oh yeah, you'll lose a good thing  I'm givin you one more chance,for you to do right If you'll only straighten up,we'll have a good life  Cause if you should lose me,oh yeah,you'll lose a good thing  This is my last time,not asking any more If you don't do right,I'm gonna march outa that door  And if you don't believe me, just try it daddy And you'll lose a good thing Just try it daddy and you'll lose a good thing Just try it daddy and you'll lose a good thing Just try it daddy and you'll lose a good thing Just try it daddy and you'll lose a good thing....fades",1962,Carla Thomas,1965
Dickie Lee,Patches,nan,1962,Elvis Presley,1966
Brenda Lee,Everybody Loves Me But You,"Why did I listen to my friends When they told me what to do Yes, I still have my friends But I don't have you And like true friends, they still come around And say, ""I'm sorry you're blue"" Oh, everybody loves me but you  My friends don't know what they've done Wwell, they wouldn't understand anyhow I can't tell them they were wrong 'Cause I'm afraid they'll leave me, too Now it's funny but more than ever I need them now  I still ask my friends what to do But it seems they don't know How to bring How to bring you back They say, ""what made him go?"" Yes, like true friends, they still come around And say, ""I'm sorry you're blue"" Oh, everybody loves me but you",1962,Willie Nelson,2007
Jimmy Clanton,Venus In Blue Jeans,She's Venus in blue jeans Mona Lisa with a pony tail She's a walking talking work of art She's the girl who stole my heart  My Venus in blue jeans Is the Cinderella I adore She's my very special angel too A fairy tale come true  They say there's 7 wonders in the world But what they say is out of date There's more than 7 wonders in the world I just met number 8  My Venus in blue jeans Is everything I hoped she be A teenage goddess from above And she belongs to me (repeat),1962,Brenda Lee,1960
Paul Anka,Love Me Warm And Tender,"Love me warm and tender, dear Love me warm like the glow of the morning sun Love me warm and tender, dear Love me so just as though I'm the o-o-o-onl-why-why one  Kiss me warm and tender, dear Kiss me strong, kiss me long 'til the end of time Kiss me warm and tender, dear Let me know, tell me so 'til the end of time  I'm in heaven in-a your embrace See the glow of your angel face Heaven sings, heaven rings, on your wings we will fly away We will fly, you and I, to the sky where we'll always stay  Love me warm and tender, dear Take my lips, take my arms, they belong to you Love me warm and tender, dear I'm a part of your heart for my whole life through  Love me warm and tender, dear Love me warm like the glow of the morning sun Love me warm and tender, dear Love me so just as though I'm the o-o-o-onl-why-why one",1962,Frank Sinatra,1969
Rick Nelson,Teen Age Idol,Some people call me a teenage idol Some people say they envy me I guess they got no way of knowing How lonesome I can be  I need somebody to be my baby Someone to tell my troubles to I got no time to ever find her 'Cause I'm just passing through  I travel around from town to lonely town I guess I'll always be just a rolling stone If I find fortune and fame And lots of people know my name That won't mean a thing if I'm all alone  I got no rest when I'm feeling weary I got to pack my bags and go I got to be somewhere tomorrow To smile and do my show  I travel around from town to lonely town I guess I'll always be just a rolling stone If I find fortune and fame And lots of people know my name That won't mean a thing if I'm all alone  Some people call me a teenage idol Some people say they envy me I guess they got no way of knowing How lonesome I can be How lonesome I can be,1962,Emmylou Harris,1985
